geneid	fiveprime	threeprime	Class
PHYGONAP_012884	293	713	NA
PHYGONAP_012885	486	293	NA
PHYGONAP_012886	148	486	NA
PHYGONAP_012887	633	148	NA
PHYGONAP_012888	882	633	NA
PHYGONAP_012889	48	882	NA
PHYGONAP_012890	NA	48	NA
PHYGONAP_012931	NA	NA	NA
PHYGONAP_012951	344	NA	NA
PHYGONAP_012952	985	344	NA
PHYGONAP_012953	343	985	NA
PHYGONAP_012954	247	343	NA
PHYGONAP_012955	815	247	NA
PHYGONAP_012956	2802	815	NA
PHYGONAP_012957	159	2802	NA
PHYGONAP_012958	NA	159	NA
PHYGONAP_012977	957	NA	NA
PHYGONAP_012978	248	957	NA
PHYGONAP_012979	220	248	NA
PHYGONAP_012980	1309	220	NA
PHYGONAP_012981	708	1309	NA
PHYGONAP_012982	265	708	NA
PHYGONAP_012983	2171	265	NA
PHYGONAP_012984	638	2171	NA
PHYGONAP_012985	62	638	NA
PHYGONAP_012986	NA	62	NA
PHYGONAP_013015	167	NA	NA
PHYGONAP_013016	362	167	NA
PHYGONAP_013017	364	362	NA
PHYGONAP_013018	115	364	NA
PHYGONAP_013019	128	115	NA
PHYGONAP_013020	5	128	NA
PHYGONAP_013021	2996	5	NA
PHYGONAP_013022	593	2996	NA
PHYGONAP_013023	689	593	NA
PHYGONAP_013024	280	689	NA
PHYGONAP_013025	101	280	NA
PHYGONAP_013026	238	101	NA
PHYGONAP_013027	1087	238	NA
PHYGONAP_013028	NA	1087	NA
PHYGONAP_013046	866	NA	NA
PHYGONAP_013047	1645	866	NA
PHYGONAP_013048	166	1645	NA
PHYGONAP_013049	208	166	NA
PHYGONAP_013050	77	208	NA
PHYGONAP_013051	345	77	NA
PHYGONAP_013052	195	345	NA
PHYGONAP_013053	220	195	NA
PHYGONAP_013054	2019	220	NA
PHYGONAP_013055	263	2019	NA
PHYGONAP_013056	171	263	NA
PHYGONAP_013057	84	171	NA
PHYGONAP_013058	334	84	NA
PHYGONAP_013059	NA	334	NA
PHYGONAP_013079	NA	NA	NA
PHYGONAP_013095	1416	NA	NA
PHYGONAP_013096	52	1416	NA
PHYGONAP_013097	851	52	NA
PHYGONAP_013098	297	851	NA
PHYGONAP_013099	1763	297	NA
PHYGONAP_013100	172	1763	NA
PHYGONAP_013101	320	172	NA
PHYGONAP_013102	246	320	NA
PHYGONAP_013103	13	246	NA
PHYGONAP_013104	NA	13	NA
PHYGONAP_013125	14502	NA	NA
PHYGONAP_013126	NA	14502	NA
PHYGONAP_013148	68	NA	NA
PHYGONAP_013149	119	68	NA
PHYGONAP_013150	354	119	NA
PHYGONAP_013151	793	354	NA
PHYGONAP_013152	109	793	NA
PHYGONAP_013153	278	109	NA
PHYGONAP_013154	215	278	NA
PHYGONAP_013155	NA	215	NA
PHYGONAP_013170	NA	NA	NA
PHYGONAP_013203	298	NA	NA
PHYGONAP_013204	1072	298	NA
PHYGONAP_013205	32	1072	NA
PHYGONAP_013206	566	32	NA
PHYGONAP_013207	975	566	NA
PHYGONAP_013208	NA	975	NA
PHYGONAP_013230	2369	NA	NA
PHYGONAP_013231	904	2369	NA
PHYGONAP_013232	1144	904	NA
PHYGONAP_013233	830	1144	NA
PHYGONAP_013234	167	830	NA
PHYGONAP_013235	506	167	NA
PHYGONAP_013236	NA	506	NA
PHYGONAP_013250	531	NA	NA
PHYGONAP_013251	9365	531	NA
PHYGONAP_013252	NA	9365	NA
PHYGONAP_013272	4914	NA	NA
PHYGONAP_013273	3011	4914	NA
PHYGONAP_013274	142	3011	NA
PHYGONAP_013275	4338	142	NA
PHYGONAP_013276	185	4338	NA
PHYGONAP_013277	NA	185	NA
PHYGONAP_013301	2948	NA	NA
PHYGONAP_013302	1210	2948	NA
PHYGONAP_013303	203	1210	NA
PHYGONAP_013304	1933	203	NA
PHYGONAP_013305	244	1933	NA
PHYGONAP_013306	NA	244	NA
PHYGONAP_013330	456	NA	NA
PHYGONAP_013331	482	456	NA
PHYGONAP_013332	330	482	NA
PHYGONAP_013333	3674	330	NA
PHYGONAP_013334	36	3674	NA
PHYGONAP_013335	NA	36	NA
PHYGONAP_013359	167	NA	NA
PHYGONAP_013360	112	167	NA
PHYGONAP_013361	2075	112	NA
PHYGONAP_013362	2860	2075	NA
PHYGONAP_013363	233	2860	NA
PHYGONAP_013364	3362	233	NA
PHYGONAP_013365	NA	3362	NA
PHYGONAP_013390	1545	NA	NA
PHYGONAP_013391	386	1545	NA
PHYGONAP_013392	1168	386	NA
PHYGONAP_013393	4182	1168	NA
PHYGONAP_013394	46	4182	NA
PHYGONAP_013395	318	46	NA
PHYGONAP_013396	936	318	NA
PHYGONAP_013397	215	936	NA
PHYGONAP_013398	76	215	NA
PHYGONAP_013399	NA	76	NA
PHYGONAP_013421	139	NA	NA
PHYGONAP_013422	444	139	NA
PHYGONAP_013423	76	444	NA
PHYGONAP_013424	121	76	NA
PHYGONAP_013425	2118	121	NA
PHYGONAP_013426	NA	2118	NA
PHYGONAP_013448	149	NA	NA
PHYGONAP_013449	191	149	NA
PHYGONAP_013450	560	191	NA
PHYGONAP_013451	133	560	NA
PHYGONAP_013452	706	133	NA
PHYGONAP_013453	397	706	NA
PHYGONAP_013454	96	397	NA
PHYGONAP_013455	84	96	NA
PHYGONAP_013456	NA	84	NA
PHYGONAP_013519	200	NA	NA
PHYGONAP_013520	77	200	NA
PHYGONAP_013521	1155	77	NA
PHYGONAP_013522	308	1155	NA
PHYGONAP_013523	157	308	NA
PHYGONAP_013524	253	157	BUSCO
PHYGONAP_013525	1066	253	NA
PHYGONAP_013526	654	1066	NA
PHYGONAP_013527	47	654	NA
PHYGONAP_013528	NA	47	NA
PHYGONAP_013570	2226	NA	NA
PHYGONAP_013571	809	2226	NA
PHYGONAP_013572	1508	809	NA
PHYGONAP_013573	162	1508	NA
PHYGONAP_013574	149	162	NA
PHYGONAP_013575	1580	149	NA
PHYGONAP_013576	NA	1580	NA
PHYGONAP_013614	NA	NA	NA
PHYGONAP_013635	889	NA	NA
PHYGONAP_013636	489	889	NA
PHYGONAP_013637	8916	489	NA
PHYGONAP_013638	889	8916	NA
PHYGONAP_013639	NA	889	NA
PHYGONAP_013668	213	NA	NA
PHYGONAP_013669	61	213	BUSCO
PHYGONAP_013670	216	61	NA
PHYGONAP_013671	142	216	NA
PHYGONAP_013672	121	142	NA
PHYGONAP_013673	671	121	NA
PHYGONAP_013674	585	671	NA
PHYGONAP_013675	565	585	NA
PHYGONAP_013676	220	565	NA
PHYGONAP_013677	666	220	NA
PHYGONAP_013678	535	666	NA
PHYGONAP_013679	1514	535	NA
PHYGONAP_013680	596	1514	NA
PHYGONAP_013681	NA	596	NA
PHYGONAP_013701	1684	NA	NA
PHYGONAP_013702	4270	1684	NA
PHYGONAP_013703	NA	4270	NA
PHYGONAP_013718	953	NA	NA
PHYGONAP_013719	187	953	NA
PHYGONAP_013720	56	187	NA
PHYGONAP_013721	204	56	NA
PHYGONAP_013722	191	204	NA
PHYGONAP_013723	213	191	NA
PHYGONAP_013724	89	213	NA
PHYGONAP_013725	349	89	NA
PHYGONAP_013726	672	349	NA
PHYGONAP_013727	744	672	NA
PHYGONAP_013728	178	744	NA
PHYGONAP_013729	57	178	NA
PHYGONAP_013730	83	57	NA
PHYGONAP_013731	258	83	NA
PHYGONAP_013732	NA	258	NA
PHYGONAP_013782	3762	NA	NA
PHYGONAP_013783	97	3762	NA
PHYGONAP_013784	NA	97	NA
PHYGONAP_013828	2934	NA	NA
PHYGONAP_013829	14	2934	NA
PHYGONAP_013830	180	14	NA
PHYGONAP_013831	242	180	NA
PHYGONAP_013832	64	242	NA
PHYGONAP_013833	251	64	NA
PHYGONAP_013834	296	251	NA
PHYGONAP_013835	2276	296	NA
PHYGONAP_013836	1013	2276	NA
PHYGONAP_013837	NA	1013	NA
PHYGONAP_013854	625	NA	NA
PHYGONAP_013855	63	625	NA
PHYGONAP_013856	478	63	NA
PHYGONAP_013857	166	478	NA
PHYGONAP_013858	715	166	NA
PHYGONAP_013859	153	715	NA
PHYGONAP_013860	377	153	NA
PHYGONAP_013861	112	377	NA
PHYGONAP_013862	148	112	NA
PHYGONAP_013863	788	148	NA
PHYGONAP_013864	543	788	NA
PHYGONAP_013865	NA	543	NA
PHYGONAP_013896	188	NA	NA
PHYGONAP_013897	1128	188	NA
PHYGONAP_013898	1802	1128	NA
PHYGONAP_013899	491	1802	NA
PHYGONAP_013900	790	491	NA
PHYGONAP_013901	148	790	NA
PHYGONAP_013902	NA	148	NA
PHYGONAP_013925	4149	NA	NA
PHYGONAP_013926	224	4149	NA
PHYGONAP_013927	144	224	NA
PHYGONAP_013928	3290	144	NA
PHYGONAP_013929	NA	3290	NA
PHYGONAP_013943	405	NA	NA
PHYGONAP_013944	433	405	NA
PHYGONAP_013945	594	433	NA
PHYGONAP_013946	367	594	NA
PHYGONAP_013947	8601	367	NA
PHYGONAP_013948	NA	8601	NA
PHYGONAP_013964	1611	NA	NA
PHYGONAP_013965	505	1611	NA
PHYGONAP_013966	1048	505	NA
PHYGONAP_013967	1331	1048	NA
PHYGONAP_013968	209	1331	NA
PHYGONAP_013969	NA	209	NA
PHYGONAP_013995	142	NA	NA
PHYGONAP_013996	110	142	NA
PHYGONAP_013997	2032	110	NA
PHYGONAP_013998	340	2032	NA
PHYGONAP_013999	188	340	NA
PHYGONAP_014000	83	188	NA
PHYGONAP_014001	117	83	NA
PHYGONAP_014002	46	117	NA
PHYGONAP_014003	201	46	NA
PHYGONAP_014004	558	201	NA
PHYGONAP_014005	51	558	NA
PHYGONAP_014006	NA	51	NA
PHYGONAP_014027	NA	NA	NA
PHYGONAP_014049	1062	NA	NA
PHYGONAP_014050	232	1062	NA
PHYGONAP_014051	229	232	NA
PHYGONAP_014052	461	229	NA
PHYGONAP_014053	1103	461	NA
PHYGONAP_014054	3629	1103	NA
PHYGONAP_014055	NA	3629	NA
PHYGONAP_014071	1585	NA	NA
PHYGONAP_014072	178	1585	NA
PHYGONAP_014073	360	178	NA
PHYGONAP_014074	1181	360	NA
PHYGONAP_014075	153	1181	NA
PHYGONAP_014076	1133	153	NA
PHYGONAP_014077	1260	1133	NA
PHYGONAP_014078	444	1260	NA
PHYGONAP_014079	443	444	NA
PHYGONAP_014080	403	443	NA
PHYGONAP_014081	3455	403	NA
PHYGONAP_014082	NA	3455	NA
PHYGONAP_014097	1708	NA	NA
PHYGONAP_014098	625	1708	NA
PHYGONAP_014099	1100	625	NA
PHYGONAP_014100	626	1100	NA
PHYGONAP_014101	743	626	NA
PHYGONAP_014102	152	743	NA
PHYGONAP_014103	197	152	NA
PHYGONAP_014104	263	197	NA
PHYGONAP_014105	1325	263	NA
PHYGONAP_014106	199	1325	NA
PHYGONAP_014107	NA	199	NA
PHYGONAP_014128	6291	NA	NA
PHYGONAP_014129	112	6291	NA
PHYGONAP_014130	121	112	NA
PHYGONAP_014131	NA	121	NA
PHYGONAP_014152	954	NA	NA
PHYGONAP_014153	371	954	NA
PHYGONAP_014154	585	371	NA
PHYGONAP_014155	234	585	NA
PHYGONAP_014156	756	234	NA
PHYGONAP_014157	893	756	NA
PHYGONAP_014158	NA	893	NA
PHYGONAP_014181	126	NA	NA
PHYGONAP_014182	1032	126	NA
PHYGONAP_014183	574	1032	NA
PHYGONAP_014184	3596	574	NA
PHYGONAP_014185	228	3596	NA
PHYGONAP_014186	NA	228	NA
PHYGONAP_014200	827	NA	NA
PHYGONAP_014201	928	827	NA
PHYGONAP_014202	73	928	NA
PHYGONAP_014203	2092	73	NA
PHYGONAP_014204	NA	2092	NA
PHYGONAP_014222	149	NA	NA
PHYGONAP_014223	152	149	NA
PHYGONAP_014224	1383	152	NA
PHYGONAP_014225	95	1383	NA
PHYGONAP_014226	1144	95	NA
PHYGONAP_014227	NA	1144	NA
PHYGONAP_014246	NA	NA	NA
PHYGONAP_014269	164	NA	NA
PHYGONAP_014270	3548	164	NA
PHYGONAP_014271	7531	3548	NA
PHYGONAP_014272	NA	7531	NA
PHYGONAP_014294	118	NA	NA
PHYGONAP_014295	130	118	NA
PHYGONAP_014296	139	130	NA
PHYGONAP_014297	681	139	NA
PHYGONAP_014298	200	681	NA
PHYGONAP_014299	139	200	NA
PHYGONAP_014300	83	139	NA
PHYGONAP_014301	333	83	NA
PHYGONAP_014302	857	333	NA
PHYGONAP_014303	NA	857	NA
PHYGONAP_014329	103	NA	NA
PHYGONAP_014330	196	103	NA
PHYGONAP_014331	61	196	NA
PHYGONAP_014332	480	61	NA
PHYGONAP_014333	119	480	NA
PHYGONAP_014334	131	119	NA
PHYGONAP_014335	283	131	NA
PHYGONAP_014336	100	283	NA
PHYGONAP_014337	140	100	NA
PHYGONAP_014338	1022	140	NA
PHYGONAP_014339	288	1022	BUSCO
PHYGONAP_014340	152	288	NA
PHYGONAP_014341	NA	152	NA
PHYGONAP_014357	1391	NA	NA
PHYGONAP_014358	91	1391	NA
PHYGONAP_014359	490	91	BUSCO
PHYGONAP_014360	998	490	NA
PHYGONAP_014361	112	998	BUSCO
PHYGONAP_014362	232	112	NA
PHYGONAP_014363	146	232	NA
PHYGONAP_014364	327	146	NA
PHYGONAP_014365	170	327	NA
PHYGONAP_014366	841	170	NA
PHYGONAP_014367	893	841	NA
PHYGONAP_014368	803	893	NA
PHYGONAP_014369	NA	803	NA
PHYGONAP_014379	421	NA	NA
PHYGONAP_014380	768	421	NA
PHYGONAP_014381	649	768	NA
PHYGONAP_014382	1342	649	NA
PHYGONAP_014383	1787	1342	NA
PHYGONAP_014384	NA	1787	NA
PHYGONAP_014407	528	NA	NA
PHYGONAP_014408	159	528	NA
PHYGONAP_014409	435	159	NA
PHYGONAP_014410	1283	435	NA
PHYGONAP_014411	2932	1283	NA
PHYGONAP_014412	161	2932	NA
PHYGONAP_014413	223	161	NA
PHYGONAP_014414	214	223	NA
PHYGONAP_014415	516	214	NA
PHYGONAP_014416	NA	516	NA
PHYGONAP_014437	519	NA	NA
PHYGONAP_014438	699	519	NA
PHYGONAP_014439	283	699	NA
PHYGONAP_014440	79	283	NA
PHYGONAP_014441	206	79	NA
PHYGONAP_014442	334	206	NA
PHYGONAP_014443	NA	334	BUSCO
PHYGONAP_014465	187	NA	NA
PHYGONAP_014466	446	187	NA
PHYGONAP_014467	520	446	NA
PHYGONAP_014468	913	520	NA
PHYGONAP_014469	346	913	NA
PHYGONAP_014470	908	346	NA
PHYGONAP_014471	1129	908	NA
PHYGONAP_014472	NA	1129	NA
PHYGONAP_014485	872	NA	NA
PHYGONAP_014486	1832	872	NA
PHYGONAP_014487	786	1832	NA
PHYGONAP_014488	277	786	NA
PHYGONAP_014489	178	277	NA
PHYGONAP_014490	488	178	NA
PHYGONAP_014491	295	488	NA
PHYGONAP_014492	367	295	NA
PHYGONAP_014493	215	367	NA
PHYGONAP_014494	NA	215	NA
PHYGONAP_014505	2702	NA	NA
PHYGONAP_014506	5167	2702	NA
PHYGONAP_014507	3206	5167	NA
PHYGONAP_014508	88	3206	NA
PHYGONAP_014509	157	88	NA
PHYGONAP_014510	193	157	BUSCO
PHYGONAP_014511	141	193	NA
PHYGONAP_014512	NA	141	NA
PHYGONAP_014526	NA	NA	NA
PHYGONAP_014558	285	NA	NA
PHYGONAP_014559	379	285	NA
PHYGONAP_014560	298	379	NA
PHYGONAP_014561	298	298	NA
PHYGONAP_014562	6574	298	RXLR
PHYGONAP_014563	44	6574	NA
PHYGONAP_014564	118	44	NA
PHYGONAP_014565	89	118	NA
PHYGONAP_014566	NA	89	NA
PHYGONAP_014583	2981	NA	NA
PHYGONAP_014584	10470	2981	NA
PHYGONAP_014585	339	10470	RXLR
PHYGONAP_014586	NA	339	NA
PHYGONAP_014602	10491	NA	NA
PHYGONAP_014603	1186	10491	NA
PHYGONAP_014604	NA	1186	NA
PHYGONAP_014613	730	NA	NA
PHYGONAP_014614	118	730	NA
PHYGONAP_014615	1013	118	NA
PHYGONAP_014616	496	1013	NA
PHYGONAP_014617	857	496	NA
PHYGONAP_014618	1944	857	NA
PHYGONAP_014619	415	1944	NA
PHYGONAP_014620	316	415	NA
PHYGONAP_014621	NA	316	NA
PHYGONAP_014642	2025	NA	NA
PHYGONAP_014643	109	2025	NA
PHYGONAP_014644	523	109	NA
PHYGONAP_014645	NA	523	NA
PHYGONAP_014660	552	NA	NA
PHYGONAP_014661	524	552	NA
PHYGONAP_014662	1176	524	NA
PHYGONAP_014663	11184	1176	NA
PHYGONAP_014664	239	11184	NA
PHYGONAP_014665	355	239	NA
PHYGONAP_014666	NA	355	NA
PHYGONAP_014681	2228	NA	NA
PHYGONAP_014682	850	2228	NA
PHYGONAP_014683	860	850	NA
PHYGONAP_014684	2765	860	NA
PHYGONAP_014685	5511	2765	NA
PHYGONAP_014686	22	5511	NA
PHYGONAP_014687	139	22	NA
PHYGONAP_014688	92	139	NA
PHYGONAP_014689	NA	92	NA
PHYGONAP_014704	NA	NA	NA
PHYGONAP_014720	122	NA	NA
PHYGONAP_014721	157	122	NA
PHYGONAP_014722	527	157	BUSCO
PHYGONAP_014723	324	527	NA
PHYGONAP_014724	56	324	NA
PHYGONAP_014725	44	56	NA
PHYGONAP_014726	366	44	NA
PHYGONAP_014727	245	366	NA
PHYGONAP_014728	NA	245	NA
PHYGONAP_014749	6680	NA	NA
PHYGONAP_014750	103	6680	NA
PHYGONAP_014751	6306	103	NA
PHYGONAP_014752	NA	6306	NA
PHYGONAP_014786	433	NA	NA
PHYGONAP_014787	200	433	NA
PHYGONAP_014788	NA	200	NA
PHYGONAP_014807	15112	NA	NA
PHYGONAP_014808	NA	15112	NA
PHYGONAP_014824	351	NA	NA
PHYGONAP_014825	354	351	NA
PHYGONAP_014826	90	354	NA
PHYGONAP_014827	282	90	NA
PHYGONAP_014828	7823	282	NA
PHYGONAP_014829	NA	7823	NA
PHYGONAP_014845	2456	NA	NA
PHYGONAP_014846	53	2456	NA
PHYGONAP_014847	2148	53	NA
PHYGONAP_014848	132	2148	NA
PHYGONAP_014849	922	132	NA
PHYGONAP_014850	174	922	NA
PHYGONAP_014851	NA	174	RXLR
PHYGONAP_014874	9160	NA	NA
PHYGONAP_014875	263	9160	NA
PHYGONAP_014876	1569	263	NA
PHYGONAP_014877	2335	1569	NA
PHYGONAP_014878	NA	2335	NA
PHYGONAP_014895	1492	NA	NA
PHYGONAP_014896	149	1492	NA
PHYGONAP_014897	444	149	NA
PHYGONAP_014898	438	444	NA
PHYGONAP_014899	400	438	NA
PHYGONAP_014900	436	400	NA
PHYGONAP_014901	1587	436	NA
PHYGONAP_014902	84	1587	NA
PHYGONAP_014903	3743	84	NA
PHYGONAP_014904	337	3743	NA
PHYGONAP_014905	NA	337	NA
PHYGONAP_014919	84	NA	NA
PHYGONAP_014920	85	84	NA
PHYGONAP_014921	110	85	NA
PHYGONAP_014922	697	110	NA
PHYGONAP_014923	228	697	NA
PHYGONAP_014924	138	228	NA
PHYGONAP_014925	117	138	NA
PHYGONAP_014926	108	117	NA
PHYGONAP_014927	NA	108	NA
PHYGONAP_014938	1427	NA	NA
PHYGONAP_014939	280	1427	NA
PHYGONAP_014940	4053	280	NA
PHYGONAP_014941	6094	4053	NA
PHYGONAP_014942	NA	6094	NA
PHYGONAP_014955	232	NA	NA
PHYGONAP_014956	220	232	NA
PHYGONAP_014957	476	220	NA
PHYGONAP_014958	444	476	NA
PHYGONAP_014959	189	444	NA
PHYGONAP_014960	93	189	NA
PHYGONAP_014961	101	93	NA
PHYGONAP_014962	148	101	NA
PHYGONAP_014963	NA	148	NA
PHYGONAP_015018	830	NA	NA
PHYGONAP_015019	983	830	NA
PHYGONAP_015020	947	983	NA
PHYGONAP_015021	1027	947	RXLR
PHYGONAP_015022	3917	1027	RXLR
PHYGONAP_015023	211	3917	NA
PHYGONAP_015024	138	211	NA
PHYGONAP_015025	NA	138	NA
PHYGONAP_015044	909	NA	NA
PHYGONAP_015045	7511	909	NA
PHYGONAP_015046	972	7511	NA
PHYGONAP_015047	NA	972	NA
PHYGONAP_015063	290	NA	NA
PHYGONAP_015064	229	290	NA
PHYGONAP_015065	977	229	NA
PHYGONAP_015066	300	977	NA
PHYGONAP_015067	235	300	NA
PHYGONAP_015068	864	235	NA
PHYGONAP_015069	NA	864	NA
PHYGONAP_015086	441	NA	NA
PHYGONAP_015087	92	441	NA
PHYGONAP_015088	378	92	NA
PHYGONAP_015089	335	378	NA
PHYGONAP_015090	1744	335	NA
PHYGONAP_015091	311	1744	NA
PHYGONAP_015092	NA	311	NA
PHYGONAP_015113	179	NA	NA
PHYGONAP_015114	1480	179	NA
PHYGONAP_015115	239	1480	NA
PHYGONAP_015116	912	239	NA
PHYGONAP_015117	2369	912	NA
PHYGONAP_015118	NA	2369	NA
PHYGONAP_015131	134	NA	NA
PHYGONAP_015132	1523	134	NA
PHYGONAP_015133	1182	1523	NA
PHYGONAP_015134	613	1182	NA
PHYGONAP_015135	226	613	NA
PHYGONAP_015136	243	226	NA
PHYGONAP_015137	220	243	NA
PHYGONAP_015138	NA	220	NA
PHYGONAP_015150	2518	NA	NA
PHYGONAP_015151	NA	2518	NA
PHYGONAP_015162	212	NA	NA
PHYGONAP_015163	395	212	NA
PHYGONAP_015164	220	395	NA
PHYGONAP_015165	524	220	NA
PHYGONAP_015166	428	524	NA
PHYGONAP_015167	210	428	NA
PHYGONAP_015168	342	210	NA
PHYGONAP_015169	NA	342	NA
PHYGONAP_015207	83	NA	NA
PHYGONAP_015208	940	83	NA
PHYGONAP_015209	NA	940	NA
PHYGONAP_015230	10288	NA	NA
PHYGONAP_015231	NA	10288	NA
PHYGONAP_015240	1063	NA	NA
PHYGONAP_015241	4444	1063	NA
PHYGONAP_015242	285	4444	NA
PHYGONAP_015243	95	285	NA
PHYGONAP_015244	514	95	NA
PHYGONAP_015245	130	514	NA
PHYGONAP_015246	NA	130	NA
PHYGONAP_015262	1602	NA	NA
PHYGONAP_015263	1304	1602	NA
PHYGONAP_015264	NA	1304	NA
PHYGONAP_015275	1445	NA	NA
PHYGONAP_015276	1488	1445	NA
PHYGONAP_015277	159	1488	NA
PHYGONAP_015278	157	159	NA
PHYGONAP_015279	NA	157	NA
PHYGONAP_015291	298	NA	NA
PHYGONAP_015292	976	298	NA
PHYGONAP_015293	154	976	NA
PHYGONAP_015294	87	154	NA
PHYGONAP_015295	308	87	NA
PHYGONAP_015296	401	308	NA
PHYGONAP_015297	303	401	NA
PHYGONAP_015298	658	303	NA
PHYGONAP_015299	1483	658	NA
PHYGONAP_015300	244	1483	NA
PHYGONAP_015301	NA	244	NA
PHYGONAP_015322	138	NA	NA
PHYGONAP_015323	1859	138	NA
PHYGONAP_015324	671	1859	NA
PHYGONAP_015325	252	671	NA
PHYGONAP_015326	195	252	NA
PHYGONAP_015327	177	195	NA
PHYGONAP_015328	163	177	NA
PHYGONAP_015329	465	163	NA
PHYGONAP_015330	581	465	NA
PHYGONAP_015331	NA	581	NA
PHYGONAP_015353	439	NA	NA
PHYGONAP_015354	NA	439	NA
PHYGONAP_015375	778	NA	NA
PHYGONAP_015376	1083	778	NA
PHYGONAP_015377	1454	1083	NA
PHYGONAP_015378	214	1454	NA
PHYGONAP_015379	135	214	NA
PHYGONAP_015380	416	135	NA
PHYGONAP_015381	NA	416	NA
PHYGONAP_015394	158	NA	NA
PHYGONAP_015395	2576	158	NA
PHYGONAP_015396	227	2576	NA
PHYGONAP_015397	163	227	NA
PHYGONAP_015398	84	163	NA
PHYGONAP_015399	521	84	NA
PHYGONAP_015400	111	521	NA
PHYGONAP_015401	312	111	NA
PHYGONAP_015402	229	312	NA
PHYGONAP_015403	189	229	BUSCO
PHYGONAP_015404	738	189	NA
PHYGONAP_015405	NA	738	NA
PHYGONAP_015420	2287	NA	NA
PHYGONAP_015421	237	2287	NA
PHYGONAP_015422	136	237	RXLR
PHYGONAP_015423	NA	136	NA
PHYGONAP_015450	2460	NA	NA
PHYGONAP_015451	196	2460	NA
PHYGONAP_015452	201	196	NA
PHYGONAP_015453	184	201	NA
PHYGONAP_015454	589	184	NA
PHYGONAP_015455	382	589	NA
PHYGONAP_015456	NA	382	NA
PHYGONAP_015490	14559	NA	NA
PHYGONAP_015491	NA	14559	NA
PHYGONAP_015509	301	NA	NA
PHYGONAP_015510	837	301	NA
PHYGONAP_015511	282	837	NA
PHYGONAP_015512	128	282	NA
PHYGONAP_015513	397	128	NA
PHYGONAP_015514	3677	397	NA
PHYGONAP_015515	NA	3677	NA
PHYGONAP_015525	1270	NA	NA
PHYGONAP_015526	147	1270	NA
PHYGONAP_015527	488	147	NA
PHYGONAP_015528	483	488	NA
PHYGONAP_015529	571	483	NA
PHYGONAP_015530	NA	571	NA
PHYGONAP_015562	9398	NA	NA
PHYGONAP_015563	7008	9398	NA
PHYGONAP_015564	NA	7008	NA
PHYGONAP_015582	63	NA	NA
PHYGONAP_015583	388	63	NA
PHYGONAP_015584	173	388	NA
PHYGONAP_015585	42	173	NA
PHYGONAP_015586	101	42	NA
PHYGONAP_015587	303	101	NA
PHYGONAP_015588	483	303	NA
PHYGONAP_015589	1780	483	NA
PHYGONAP_015590	NA	1780	NA
PHYGONAP_015604	6291	NA	NA
PHYGONAP_015605	54	6291	NA
PHYGONAP_015606	411	54	NA
PHYGONAP_015607	NA	411	NA
PHYGONAP_015626	672	NA	NA
PHYGONAP_015627	41	672	NA
PHYGONAP_015628	676	41	NA
PHYGONAP_015629	1838	676	NA
PHYGONAP_015630	NA	1838	NA
PHYGONAP_015657	516	NA	NA
PHYGONAP_015658	216	516	NA
PHYGONAP_015659	1991	216	NA
PHYGONAP_015660	280	1991	NA
PHYGONAP_015661	2596	280	NA
PHYGONAP_015662	500	2596	NA
PHYGONAP_015663	315	500	NA
PHYGONAP_015664	NA	315	NA
PHYGONAP_015672	232	NA	NA
PHYGONAP_015673	223	232	NA
PHYGONAP_015674	106	223	NA
PHYGONAP_015675	289	106	NA
PHYGONAP_015676	334	289	NA
PHYGONAP_015677	616	334	NA
PHYGONAP_015678	134	616	NA
PHYGONAP_015679	422	134	NA
PHYGONAP_015680	NA	422	NA
PHYGONAP_015691	12736	NA	NA
PHYGONAP_015692	NA	12736	NA
PHYGONAP_015708	850	NA	NA
PHYGONAP_015709	314	850	NA
PHYGONAP_015710	1228	314	NA
PHYGONAP_015711	1870	1228	NA
PHYGONAP_015712	928	1870	NA
PHYGONAP_015713	1040	928	NA
PHYGONAP_015714	24	1040	NA
PHYGONAP_015715	NA	24	NA
PHYGONAP_015729	383	NA	NA
PHYGONAP_015730	138	383	NA
PHYGONAP_015731	364	138	NA
PHYGONAP_015732	119	364	NA
PHYGONAP_015733	247	119	NA
PHYGONAP_015734	206	247	NA
PHYGONAP_015735	NA	206	NA
PHYGONAP_015759	1756	NA	NA
PHYGONAP_015760	1215	1756	RXLR
PHYGONAP_015761	966	1215	RXLR
PHYGONAP_015762	2185	966	NA
PHYGONAP_015763	1183	2185	NA
PHYGONAP_015764	3173	1183	NA
PHYGONAP_015765	179	3173	NA
PHYGONAP_015766	NA	179	NA
PHYGONAP_015790	6420	NA	NA
PHYGONAP_015791	128	6420	NA
PHYGONAP_015792	NA	128	NA
PHYGONAP_015808	333	NA	NA
PHYGONAP_015809	819	333	NA
PHYGONAP_015810	173	819	NA
PHYGONAP_015811	311	173	NA
PHYGONAP_015812	183	311	NA
PHYGONAP_015813	797	183	NA
PHYGONAP_015814	813	797	NA
PHYGONAP_015815	143	813	NA
PHYGONAP_015816	198	143	NA
PHYGONAP_015817	338	198	NA
PHYGONAP_015818	NA	338	NA
PHYGONAP_015834	2303	NA	NA
PHYGONAP_015835	1481	2303	NA
PHYGONAP_015836	522	1481	NA
PHYGONAP_015837	227	522	NA
PHYGONAP_015838	5676	227	NA
